Alphabet,Immatriculation,Raison sociale,Enseigne,Adresse,Code postal,Ville,Téléphone,Fax,E-mail,Site web,Hyperlink
A,IM 007 11 0009,ASSOCIATION DIOCESAINE DE VIVIERS,,"2, FBG ST-JACQUES - BP 26",07220,VIVIERS,+33 6 41 00 35 21,,pelerinages@ardeche.catholique.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31569
A,IM 02A 11 0004,ASSOCIATION DIOCESAINE DES PELERINAGES D'AJACCIO,ÉVÊCHÉ D'AJACCIO,"8, BLD SYLVESTRE MARCAGGI, CS 10304",20000,AJACCIO,+33 4 95 51 05 51,,pelerinage.ajaccio@gmail.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31914
A,IM 009 11 0005,ASSOCIATION DIOCESAINE DES PELERINAGES PAMIERS,ADP,MAISON DES OEUVRES-,09100,PAMIERS,+33 6 13 23 76 91,,pelerinages@ariege-catholique.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31592
A,IM 076 11 0005,ASSOCIATION DIOCESAINE DU HAVRE,,"22, RUE SÉRY",76600,LE HAVRE,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34019
A,IM 072 11 0002,ASSOCIATION DIOCESAINE DU MANS,,"1, PLACE DU CARDINAL GRENTE",72000,LE MANS,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33258
A,IM 093 17 0005,ASSOCIATION DIOCESAINE SAINT DENIS EN FRANCE,,"6, AVENUE PASTEUR",93140,BONDY,,,,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34696
A,IM 073 10 0018,ASSOCIATION EURO VOYAGES / UNOSEL,EUROVOYAGES,"3, PLACE LARDENOIS",73110,LA ROCHETTE,+33 4 79 25 58 87,,direction@eurovoyages.fr,www.eurovoyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33261
A,IM 095 21 0004,ASSOCIATION LES COLOS DU BONHEUR,,"23, AVENUE DES MARRONNIERS",95250,BEAUCHAMP,+33 1 39 95 47 88,,contact@colosdubonheur.fr,www.colosdubonheur.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34754
A,IM 075 11 0033,ASSOCIATION PRO LINGUA / UNOSEL,PRO LINGUA,"40, RUE DE TRÉVISE",75009,PARIS,+33 1 42 46 34 11,,contact@prolingua.fr,www.prolingua.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33675
A,IM 092 11 0001,ASSOCIATION REGARDS,,"165, AVENUE HENRI GINOUX",92120,MONTROUGE,+33 1 46 38 80 60,,info@asso-regards.org,www.asso-regards.org,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34494
A,IM 022 10 0006,ASTO HOLIDAYS / CEDIV,CEDIV,"12, RUE DE LA MITTRIE",22100,DINAN,+33 2 96 87 72 87,,jac@astoh.com,www.astoh.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31842
A,IM 051 11 0005,ATACAMA - KIDOM / TOURCOM,ATACAMA - TOURCOM,"82, RUE DE VESLE ET 2, RUE JEANNE D'ARC",51100,REIMS,+33 3 26 50 40 50,,atacama.voyage@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32418
A,IM 092 11 0017,ATBIR VOYAGES / SELECTOUR,,"34, RUE LUCIEN VOILIN",92800,PUTEAUX,+33 1 47 74 55 40,,b-amarir@atbirvoyages.com,www.atbirvoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34503
A,IM 02A 16 0002,ATELIER VOYAGES,,AVENUE 1ER CONSUL,20000,AJACCIO,,,agathe2a@ateliervoyages.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31926
A,IM 067 19 0005,ATG TRAVEL FRANCE,,"4, RUE DE LISBONNE",67300,STRASBOURG SCHILTIGHEIM,,,travel.fr@atgtravel.com,www.atgtravel.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32901
A,IM 075 11 0207,ATLANTIC LLOYD / MANOR,,"39, RUE DE L'ARCADE",75008,PARIS,+33 1 42 65 71 35,,atlantic.lloyd@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33708
A,IM 064 10 0003,ATLANTIDE / SELECTOUR,,"851, CHEMIN HARRIAGARAYA",64990,VILLEFRANQUE,+33 5 59 56 35 16,,voyagesatlantide@gmail.com,www.atlantidevoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32784
A,IM 975 12 0002,ATLAS VOYAGES,,"18 BIS, RUE ALBERT BRIAND - BP 4400",97500,SAINT PIERRE,+33 5 08 41 76 76,,tbriand@mac.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34861
A,IM 047 12 0004,ATLAS VOYAGES FRANCE / SELECTOUR,Atlas Voyages,"10, RUE DE LA FRATERNITÉ",47305,VILLENEUVE SUR LOT,+33 5 53 40 33 10,,annie@atlas-voyages.fr,www.atlas-voyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32338
A,IM 973 16 0002,ATLAS VOYAGES GUYANE / SELECTOUR,,"15 BIS , RUE LOUIS BLANC",97300,CAYENNE (GUYANE FRANCAISE),+33 5 94 29 30 00,,pierre.delattre@atlasvoyages-guyane.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34808
A,IM 092 20 0014,ATPI FRANCE / SELECTOUR,,9 AVENUE ALEXANDRE MAISTRASSE,92500,RUEIL-MALMAISON,,,Nick.Hatherall@atpi.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34543
A,IM 065 24 0006,ATYPEAK SAS,,"14, RUE DES ARDOISIERS",65120,VISCOS,,,celineringeval@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32853
A,IM 033 23 0013,AU DELA EVENEMENT - EVASION,,"5, RUE JEAN JACQUES ROUSSEAU",33000,BORDEAUX,+33 5 56 08 90 05,,contact@audela-evenement.fr,www.audela-evenement.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32031
A,IM 075 00 0003,AU PAYS DES LANGUES / UNOSEL,,"23, RUE PIERLOT",33460,MACAU,+33 5 33 89 18 00,,anne@aupaysdeslangues.fr,www.aupaysdeslangues.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33302
A,IM 037 10 0001,AUBERT ERMISSE TOURS,,"8, RUE HONORÉ DE BALZAC",37000,TOURS,+33 2 47 37 54 47,,aubert@aubert-ermisse.com,www.aubert-ermisse.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32106
A,IM 085 11 0018,AUDE MARYSE VOYAGES / HAVAS VOYAGES,HAVAS VOYAGES,"5, PLACE GÉNÉRAL COLLINEAU",85100,LES SABLES D'OLONNE,+33 2 51 95 08 86,,les-sables@havas-voyages.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34238
A,IM 033 23 0008,AUREVENTS,,8 ALLÉE DE BONNAOUS,33110,LE BOUSCAT,+33 6 50 78 97 08,,contact@aurevents.com,www.aurevents.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32029
A,IM 974 10 0002,AUSTRAL VOYAGES / MANOR,,"11 BIS, RUE DU MÂT DU PAVILLON",97400,SAINT DENIS LA REUNION,+33 2 62 90 90 70,,dallane@austral-voyages.fr,www.austral-voyages.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34811
A,IM 074 23 0006,AUTO PLAISIR ET DECOUVERTE,APD,96 CHEMIN DE MORCY,74200,THONON LES BAINS,+33 7 67 14 27 01,,contact@autoplaisiretdecouverte.fr,http://autoplaisiretdecouverte.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33299
A,IM 044 10 0022,AUTOUR DU MONDE / HAVAS VOYAGES,HAVAS VOYAGES,"56, AVENUE LOUIS LAJARRIGE, Immeuble Le Saint Louis",44500,LA BAULE,+33 2 51 73 79 00,,autourdumonde.labaule@wanadoo.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32245
A,IM 029 10 0003,AUTRE CIEL VOYAGES / SELECTOUR,AELL VOYAGES,CENTRE COMMERCIAL LECLERC,29100,DOUARNENEZ,,,douarnenez@autreciel.fr,www.autreciel.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31889
A,IM 075 12 0040,AUTRE VOYAGE / SELECTOUR,PCA Voyages,"3, RUE DES LAVANDIÈRES SAINTE OPPORTUNE",75001,PARIS,+33 1 42 36 23 29,,arielle@autrevoyage.com,www.bresil2005.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33746
A,IM 084 10 0020,AUTRES MONDES / SELECTOUR,,"21 BIS, RUE DES 3 FAUCONS",84000,AVIGNON,+33 4 90 82 77 58,,natale@autres-mondes.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34180
A,IM 071 17 0004,AUTUN VOYAGES / SELECTOUR,A M T,"13, RUE DE L'ARBALÈTE",71400,AUTUN,+33 3 85 86 14 41,,autun@selectour.com,www.bourgognevoyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33133
A,IM 003 10 0004,AUVRAY VOYAGES / SELECTOUR,,"5, BLD DE COURTAIS",03100,MONTLUCON,+33 4 70 02 21 12,,auvray@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31479
A,IM 016 11 0005,AUX PORTES DU MONDE / SELECTOUR,,"51, ROUTE D'AIGRE",16700,RUFFEC,+33 5 45 30 35 24,,marion@auxportesdumonde.fr,www.auxportesdumonde.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31780
A,IM 038 10 0050,AUX QUATRE COINS DU MONDE,SOCIETE DES VOYAGES ET EXPEDITIONS SOVEX,"1, RUE AUBERT DUBAYET",38000,GRENOBLE,+33 4 76 43 16 47,,infos@auxquatrecoinsdumonde.fr,www.auxquatrecoinsdumonde.fr,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32139
A,IM 089 10 0001,AVAT / SELECTOUR,,"58, RUE DE LA RÉPUBLIQUE",89100,SENS,+33 3 86 83 83 50,,gvignal-avat@selectour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34275
A,IM 035 10 0022,AVEN TOUR,,"265, RUE DE CHÂTEAUGIRON",35200,RENNES,+33 2 99 30 22 94,,patrick.navarre@aven-tour.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32064
A,IM 075 12 0127,AVICO,,"33, AVENUE DE WAGRAM",75017,PARIS,+33 1 58 61 27 27,,paris@avico.com,www.avico.aero,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33768
A,IM 085 11 0014,AVITA VOYAGES BARRETEAU / SELECTOUR,AVITA VOYAGES BARRETEAU,"72, RUE NATIONALE",85110,CHANTONNAY,+33 2 51 46 80 19,,carolinethueux@avita-voyagesbarreteau.com,www.avita-voyagesbarreteau.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34233
A,IM 003 11 0001,AVITOUR SARL - TUI,TUI FRANCE - TUI STORE,"23, PLACE CHARLES DE GAULLE",03200,VICHY,+33 4 70 32 89 19,,aremalard@tuifrance.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31480
A,IM 045 10 0003,AXANS / SELECTOUR,AXANS VOYAGES - ALTITUDE VOYAGES -,"4, PLACE DU GÉNÉRAL DE GAULLE",45000,ORLEANS,+33 2 38 81 15 15,,egidia.altitude@orange.fr,www.altitude-selectour.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=32292
A,IM 078 12 0025,AXE ET CIBLE / SELECTOUR,,"47, RUE DE PARIS",78490,MONTFORT L'AMAURY,+33 1 34 86 99 00,,axeetcible-voyages@orange.fr,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=34094
A,IM 074 17 0007,AYVAD VOYAGES / SELECTOUR,,"12, AVENUE GANTIN",74150,RUMILLY,+33 4 50 01 03 23,,resa@ayvad-voyages.com,www.albanais-voyages.com,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=33296
A,IM 031 22 0006,AZUR GOLF TRAVEL,,5 IMPASSE DE MAUBEC,31300,TOULOUSE,+33 7 50 68 82 39,,contact@azurgolftravel.com,,https://edv.travel/annuaire-des-adherents/fiche-adherent/?id=31987
